,Rank,NOC,Gold,Silver,Bronze,Total,Year
44,13,France,0.0,0.01282051282051282,0.0,0.0,1904
45,1,Great Britain,0.6746987951807228,0.6538461538461539,0.5064935064935064,0.6304347826086957,1908
46,2,United States,0.27710843373493976,0.15384615384615385,0.15584415584415584,0.2,1908
47,3,Sweden,0.0963855421686747,0.07692307692307693,0.14285714285714285,0.10434782608695652,1908
48,4,France,0.060240963855421686,0.0641025641025641,0.11688311688311688,0.0782608695652174,1908
49,5,Germany,0.03614457831325301,0.0641025641025641,0.06493506493506493,0.05217391304347826,1908
50,6,Hungary,0.03614457831325301,0.05128205128205128,0.025974025974025976,0.034782608695652174,1908
51,7,Canada,0.03614457831325301,0.038461538461538464,0.12987012987012986,0.06521739130434782,1908
52,8,Norway,0.024096385542168676,0.038461538461538464,0.03896103896103896,0.030434782608695653,1908
53,9,Italy,0.024096385542168676,0.02564102564102564,0.0,0.013043478260869565,1908
54,10,Belgium,0.012048192771084338,0.0641025641025641,0.025974025974025976,0.030434782608695653,1908
55,11,Australasia,0.012048192771084338,0.02564102564102564,0.025974025974025976,0.017391304347826087,1908
56,12,Russian Empire,0.012048192771084338,0.02564102564102564,0.0,0.008695652173913044,1908
57,13,Finland,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1908
58,14,South Africa,0.012048192771084338,0.01282051282051282,0.0,0.004347826086956522,1908
59,15,Greece,0.0,0.038461538461538464,0.012987012987012988,0.013043478260869565,1908
60,16,Denmark,0.0,0.02564102564102564,0.03896103896103896,0.017391304347826087,1908
61,17,Bohemia,0.0,0.0,0.025974025974025976,0.004347826086956522,1908
62,17,Netherlands,0.0,0.0,0.025974025974025976,0.004347826086956522,1908
63,19,Austria,0.0,0.0,0.012987012987012988,0.0,1908
64,1,United States,0.3132530120481928,0.24358974358974358,0.24675324675324675,0.27391304347826084,1912
65,2,Sweden,0.27710843373493976,0.32051282051282054,0.22077922077922077,0.2782608695652174,1912
66,3,Great Britain,0.12048192771084337,0.19230769230769232,0.2077922077922078,0.17391304347826086,1912
67,4,Finland,0.10843373493975904,0.10256410256410256,0.11688311688311688,0.10869565217391304,1912
68,5,France,0.08433734939759036,0.05128205128205128,0.03896103896103896,0.05652173913043478,1912
69,6,Germany,0.060240963855421686,0.16666666666666666,0.09090909090909091,0.10434782608695652,1912
70,7,South Africa,0.04819277108433735,0.02564102564102564,0.0,0.021739130434782608,1912
71,8,Norway,0.03614457831325301,0.02564102564102564,0.06493506493506493,0.0391304347826087,1912
72,9,Canada,0.03614457831325301,0.02564102564102564,0.03896103896103896,0.030434782608695653,1912
73,9,Hungary,0.03614457831325301,0.02564102564102564,0.03896103896103896,0.030434782608695653,1912
74,11,Italy,0.03614457831325301,0.01282051282051282,0.025974025974025976,0.021739130434782608,1912
75,12,Australasia,0.024096385542168676,0.02564102564102564,0.03896103896103896,0.02608695652173913,1912
76,13,Belgium,0.024096385542168676,0.01282051282051282,0.03896103896103896,0.021739130434782608,1912
77,14,Denmark,0.012048192771084338,0.07692307692307693,0.06493506493506493,0.04782608695652174,1912
78,15,Greece,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1912
79,16,Russian Empire,0.0,0.02564102564102564,0.03896103896103896,0.017391304347826087,1912
80,17,Austria,0.0,0.02564102564102564,0.025974025974025976,0.013043478260869565,1912
81,18,Netherlands,0.0,0.0,0.03896103896103896,0.008695652173913044,1912
82,1,United States,0.4939759036144578,0.34615384615384615,0.35064935064935066,0.40869565217391307,1920
83,2,Sweden,0.2289156626506024,0.2564102564102564,0.3246753246753247,0.27391304347826084,1920
84,3,Finland,0.18072289156626506,0.1282051282051282,0.11688311688311688,0.14347826086956522,1920
85,4,Great Britain,0.1686746987951807,0.19230769230769232,0.16883116883116883,0.1782608695652174,1920
86,5,Belgium,0.1686746987951807,0.14102564102564102,0.14285714285714285,0.15217391304347827,1920
87,6,Norway,0.1566265060240964,0.11538461538461539,0.11688311688311688,0.13043478260869565,1920
88,7,Italy,0.1566265060240964,0.0641025641025641,0.06493506493506493,0.09565217391304348,1920
89,8,France,0.10843373493975904,0.24358974358974358,0.16883116883116883,0.17391304347826086,1920
90,9,Netherlands,0.04819277108433735,0.02564102564102564,0.06493506493506493,0.043478260869565216,1920
91,10,Denmark,0.03614457831325301,0.11538461538461539,0.012987012987012988,0.05217391304347826,1920
92,11,South Africa,0.03614457831325301,0.05128205128205128,0.03896103896103896,0.0391304347826087,1920
93,12,Canada,0.03614457831325301,0.038461538461538464,0.03896103896103896,0.034782608695652174,1920
94,13,Switzerland,0.024096385542168676,0.02564102564102564,0.09090909090909091,0.043478260869565216,1920
95,14,Estonia,0.012048192771084338,0.02564102564102564,0.0,0.008695652173913044,1920
96,15,Brazil,0.012048192771084338,0.01282051282051282,0.012987012987012988,0.008695652173913044,1920
97,16,Australia,0.0,0.02564102564102564,0.012987012987012988,0.008695652173913044,1920
98,17,Japan,0.0,0.02564102564102564,0.0,0.004347826086956522,1920
99,17,Spain,0.0,0.02564102564102564,0.0,0.004347826086956522,1920
100,19,Greece,0.0,0.01282051282051282,0.0,0.0,1920
101,19,Luxembourg,0.0,0.01282051282051282,0.0,0.0,1920
102,21,Czechoslovakia,0.0,0.0,0.025974025974025976,0.004347826086956522,1920
103,22,New Zealand,0.0,0.0,0.012987012987012988,0.0,1920
104,1,United States,0.5421686746987951,0.34615384615384615,0.35064935064935066,0.4260869565217391,1924
105,2,Finland,0.1686746987951807,0.16666666666666666,0.12987012987012986,0.1565217391304348,1924
106,3,France,0.1566265060240964,0.19230769230769232,0.12987012987012986,0.1608695652173913,1924
107,4,Great Britain,0.10843373493975904,0.16666666666666666,0.15584415584415584,0.14347826086956522,1924
108,5,Italy,0.0963855421686747,0.038461538461538464,0.06493506493506493,0.06521739130434782,1924
109,6,Switzerland,0.08433734939759036,0.10256410256410256,0.12987012987012986,0.10434782608695652,1924
110,7,Norway,0.060240963855421686,0.02564102564102564,0.03896103896103896,0.0391304347826087,1924
111,8,Sweden,0.04819277108433735,0.16666666666666666,0.15584415584415584,0.12173913043478261,1924
112,9,Netherlands,0.04819277108433735,0.01282051282051282,0.06493506493506493,0.0391304347826087,1924
113,10,Belgium,0.03614457831325301,0.08974358974358974,0.03896103896103896,0.05217391304347826,1924
114,11,Australia,0.03614457831325301,0.01282051282051282,0.025974025974025976,0.021739130434782608,1924
115,12,Denmark,0.024096385542168676,0.0641025641025641,0.025974025974025976,0.034782608695652174,1924
116,13,Hungary,0.024096385542168676,0.038461538461538464,0.05194805194805195,0.034782608695652174,1924
117,14,Yugoslavia,0.024096385542168676,0.0,0.0,0.004347826086956522,1924
118,15,Czechoslovakia,0.012048192771084338,0.05128205128205128,0.06493506493506493,0.0391304347826087,1924
119,16,Argentina,0.012048192771084338,0.038461538461538464,0.025974025974025976,0.021739130434782608,1924
120,17,Estonia,0.012048192771084338,0.01282051282051282,0.05194805194805195,0.021739130434782608,1924
121,18,South Africa,0.012048192771084338,0.01282051282051282,0.012987012987012988,0.008695652173913044,1924
122,19,Uruguay,0.012048192771084338,0.0,0.0,0.0,1924
123,20,Austria,0.0,0.038461538461538464,0.012987012987012988,0.013043478260869565,1924
124,20,Canada,0.0,0.038461538461538464,0.012987012987012988,0.013043478260869565,1924
125,22,Poland,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1924
126,23,Haiti,0.0,0.0,0.012987012987012988,0.0,1924
127,23,Japan,0.0,0.0,0.012987012987012988,0.0,1924
128,23,New Zealand,0.0,0.0,0.012987012987012988,0.0,1924
129,23,Portugal,0.0,0.0,0.012987012987012988,0.0,1924
130,23,Romania,0.0,0.0,0.012987012987012988,0.0,1924
131,1,United States,0.26506024096385544,0.23076923076923078,0.2077922077922078,0.2391304347826087,1928
132,2,Germany,0.12048192771084337,0.08974358974358974,0.18181818181818182,0.13043478260869565,1928
133,3,Finland,0.0963855421686747,0.10256410256410256,0.11688311688311688,0.10434782608695652,1928
134,4,Sweden,0.08433734939759036,0.07692307692307693,0.15584415584415584,0.10434782608695652,1928
135,5,Italy,0.08433734939759036,0.0641025641025641,0.09090909090909091,0.0782608695652174,1928
136,6,Switzerland,0.08433734939759036,0.05128205128205128,0.05194805194805195,0.06086956521739131,1928
137,7,France,0.07228915662650602,0.1282051282051282,0.06493506493506493,0.08695652173913043,1928
138,8,Netherlands,0.07228915662650602,0.11538461538461539,0.05194805194805195,0.0782608695652174,1928
139,9,Hungary,0.04819277108433735,0.0641025641025641,0.0,0.034782608695652174,1928
140,10,Canada,0.04819277108433735,0.05128205128205128,0.09090909090909091,0.06086956521739131,1928
141,11,Great Britain,0.03614457831325301,0.1282051282051282,0.09090909090909091,0.08260869565217391,1928
142,12,Argentina,0.03614457831325301,0.038461538461538464,0.012987012987012988,0.02608695652173913,1928
143,13,Denmark,0.03614457831325301,0.01282051282051282,0.025974025974025976,0.021739130434782608,1928
144,14,Czechoslovakia,0.024096385542168676,0.0641025641025641,0.025974025974025976,0.034782608695652174,1928
145,15,Japan,0.024096385542168676,0.02564102564102564,0.012987012987012988,0.017391304347826087,1928
146,16,Estonia,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1928
147,17,Egypt,0.024096385542168676,0.01282051282051282,0.012987012987012988,0.013043478260869565,1928
148,18,Austria,0.024096385542168676,0.0,0.012987012987012988,0.008695652173913044,1928
149,19,Australia,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1928
150,19,Norway,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1928
151,21,Poland,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1928
152,21,Yugoslavia,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1928
153,23,South Africa,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1928
154,24,India,0.012048192771084338,0.0,0.0,0.0,1928
155,24,Ireland,0.012048192771084338,0.0,0.0,0.0,1928
156,24,New Zealand,0.012048192771084338,0.0,0.0,0.0,1928
157,24,Spain,0.012048192771084338,0.0,0.0,0.0,1928
158,24,Uruguay,0.012048192771084338,0.0,0.0,0.0,1928
159,29,Belgium,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1928
160,30,Chile,0.0,0.01282051282051282,0.0,0.0,1928
161,30,Haiti,0.0,0.01282051282051282,0.0,0.0,1928
162,32,Philippines,0.0,0.0,0.012987012987012988,0.0,1928
163,32,Portugal,0.0,0.0,0.012987012987012988,0.0,1928
164,1,United States,0.5301204819277109,0.46153846153846156,0.38961038961038963,0.47391304347826085,1932
165,2,Italy,0.14457831325301204,0.15384615384615385,0.15584415584415584,0.15217391304347827,1932
166,3,France,0.13253012048192772,0.0641025641025641,0.05194805194805195,0.08260869565217391,1932
167,4,Sweden,0.12048192771084337,0.0641025641025641,0.11688311688311688,0.1,1932
168,5,Japan,0.08433734939759036,0.08974358974358974,0.05194805194805195,0.07391304347826087,1932
169,6,Hungary,0.07228915662650602,0.0641025641025641,0.06493506493506493,0.06521739130434782,1932
170,7,Germany,0.060240963855421686,0.15384615384615385,0.09090909090909091,0.1,1932
171,8,Finland,0.060240963855421686,0.10256410256410256,0.15584415584415584,0.10434782608695652,1932
172,9,Great Britain,0.060240963855421686,0.08974358974358974,0.06493506493506493,0.06956521739130435,1932
173,10,Poland,0.03614457831325301,0.02564102564102564,0.05194805194805195,0.034782608695652174,1932
174,11,Australia,0.03614457831325301,0.01282051282051282,0.012987012987012988,0.017391304347826087,1932
175,12,Argentina,0.03614457831325301,0.01282051282051282,0.0,0.013043478260869565,1932
176,13,Canada,0.024096385542168676,0.0641025641025641,0.11688311688311688,0.06521739130434782,1932
177,14,Netherlands,0.024096385542168676,0.0641025641025641,0.012987012987012988,0.030434782608695653,1932
178,15,South Africa,0.024096385542168676,0.0,0.03896103896103896,0.017391304347826087,1932
179,16,Ireland,0.024096385542168676,0.0,0.0,0.004347826086956522,1932
180,17,Czechoslovakia,0.012048192771084338,0.038461538461538464,0.025974025974025976,0.021739130434782608,1932
181,18,Austria,0.012048192771084338,0.01282051282051282,0.03896103896103896,0.017391304347826087,1932
182,19,India,0.012048192771084338,0.0,0.0,0.0,1932
183,20,Denmark,0.0,0.0641025641025641,0.03896103896103896,0.030434782608695653,1932
184,21,Mexico,0.0,0.02564102564102564,0.0,0.004347826086956522,1932
185,22,Latvia,0.0,0.01282051282051282,0.0,0.0,1932
186,22,New Zealand,0.0,0.01282051282051282,0.0,0.0,1932
187,22,Switzerland,0.0,0.01282051282051282,0.0,0.0,1932
188,25,Philippines,0.0,0.0,0.03896103896103896,0.008695652173913044,1932
189,26,Belgium,0.0,0.0,0.012987012987012988,0.0,1932
190,26,Spain,0.0,0.0,0.012987012987012988,0.0,1932
191,26,Uruguay,0.0,0.0,0.012987012987012988,0.0,1932
192,1,Germany,0.4578313253012048,0.3974358974358974,0.4155844155844156,0.43478260869565216,1936
193,2,United States,0.2891566265060241,0.2692307692307692,0.15584415584415584,0.24347826086956523,1936
194,3,Hungary,0.12048192771084337,0.01282051282051282,0.06493506493506493,0.06521739130434782,1936
195,4,Italy,0.10843373493975904,0.16666666666666666,0.06493506493506493,0.11304347826086956,1936
196,5,Finland,0.0963855421686747,0.07692307692307693,0.07792207792207792,0.08260869565217391,1936
197,6,France,0.08433734939759036,0.07692307692307693,0.07792207792207792,0.0782608695652174,1936
198,7,Sweden,0.07228915662650602,0.0641025641025641,0.12987012987012986,0.08695652173913043,1936
199,8,Japan,0.07228915662650602,0.05128205128205128,0.12987012987012986,0.08260869565217391,1936
200,9,Netherlands,0.07228915662650602,0.05128205128205128,0.09090909090909091,0.06956521739130435,1936
201,10,Austria,0.060240963855421686,0.08974358974358974,0.06493506493506493,0.06956521739130435,1936
202,11,Switzerland,0.04819277108433735,0.11538461538461539,0.06493506493506493,0.07391304347826087,1936
203,12,Great Britain,0.04819277108433735,0.08974358974358974,0.03896103896103896,0.05652173913043478,1936
204,13,Czechoslovakia,0.03614457831325301,0.0641025641025641,0.012987012987012988,0.034782608695652174,1936
205,14,Argentina,0.024096385542168676,0.02564102564102564,0.03896103896103896,0.02608695652173913,1936
206,14,Estonia,0.024096385542168676,0.02564102564102564,0.03896103896103896,0.02608695652173913,1936
207,16,Egypt,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1936
208,17,Canada,0.012048192771084338,0.038461538461538464,0.06493506493506493,0.034782608695652174,1936
209,18,Norway,0.012048192771084338,0.038461538461538464,0.025974025974025976,0.021739130434782608,1936
210,19,Turkey,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1936
211,20,India,0.012048192771084338,0.0,0.0,0.0,1936
212,20,New Zealand,0.012048192771084338,0.0,0.0,0.0,1936
213,22,Poland,0.0,0.05128205128205128,0.06493506493506493,0.034782608695652174,1936
214,23,Denmark,0.0,0.02564102564102564,0.03896103896103896,0.017391304347826087,1936
215,24,Latvia,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1936
216,25,Romania,0.0,0.01282051282051282,0.0,0.0,1936
217,25,South Africa,0.0,0.01282051282051282,0.0,0.0,1936
218,25,Yugoslavia,0.0,0.01282051282051282,0.0,0.0,1936
219,28,Belgium,0.0,0.0,0.03896103896103896,0.008695652173913044,1936
220,28,Mexico,0.0,0.0,0.03896103896103896,0.008695652173913044,1936
221,30,Australia,0.0,0.0,0.012987012987012988,0.0,1936
222,30,Philippines,0.0,0.0,0.012987012987012988,0.0,1936
223,30,Portugal,0.0,0.0,0.012987012987012988,0.0,1936
224,1,United States,0.4578313253012048,0.34615384615384615,0.24675324675324675,0.36086956521739133,1948
225,2,Sweden,0.1927710843373494,0.14102564102564102,0.22077922077922077,0.18695652173913044,1948
226,3,France,0.12048192771084337,0.07692307692307693,0.16883116883116883,0.12173913043478261,1948
227,4,Hungary,0.12048192771084337,0.0641025641025641,0.15584415584415584,0.11304347826086956,1948
228,5,Italy,0.0963855421686747,0.14102564102564102,0.1038961038961039,0.11304347826086956,1948
229,6,Finland,0.0963855421686747,0.08974358974358974,0.06493506493506493,0.08260869565217391,1948
230,7,Turkey,0.07228915662650602,0.05128205128205128,0.025974025974025976,0.04782608695652174,1948
231,8,Czechoslovakia,0.07228915662650602,0.02564102564102564,0.03896103896103896,0.043478260869565216,1948
232,9,Switzerland,0.060240963855421686,0.1282051282051282,0.06493506493506493,0.08260869565217391,1948
233,10,Denmark,0.060240963855421686,0.08974358974358974,0.1038961038961039,0.08260869565217391,1948
234,11,Netherlands,0.060240963855421686,0.02564102564102564,0.11688311688311688,0.06521739130434782,1948
235,12,Great Britain,0.03614457831325301,0.1794871794871795,0.07792207792207792,0.09565217391304348,1948
236,13,Argentina,0.03614457831325301,0.038461538461538464,0.012987012987012988,0.02608695652173913,1948
237,14,Australia,0.024096385542168676,0.07692307692307693,0.06493506493506493,0.05217391304347826,1948
238,15,Belgium,0.024096385542168676,0.02564102564102564,0.03896103896103896,0.02608695652173913,1948
239,16,Egypt,0.024096385542168676,0.02564102564102564,0.012987012987012988,0.017391304347826087,1948
240,17,Mexico,0.024096385542168676,0.01282051282051282,0.025974025974025976,0.017391304347826087,1948
241,18,South Africa,0.024096385542168676,0.01282051282051282,0.012987012987012988,0.013043478260869565,1948
242,19,Norway,0.012048192771084338,0.038461538461538464,0.03896103896103896,0.02608695652173913,1948
243,20,Jamaica,0.012048192771084338,0.02564102564102564,0.0,0.008695652173913044,1948
244,21,Austria,0.012048192771084338,0.0,0.03896103896103896,0.013043478260869565,1948
245,22,India,0.012048192771084338,0.0,0.0,0.0,1948
246,22,Peru,0.012048192771084338,0.0,0.0,0.0,1948
247,24,Yugoslavia,0.0,0.02564102564102564,0.0,0.004347826086956522,1948
248,25,Canada,0.0,0.01282051282051282,0.025974025974025976,0.008695652173913044,1948
249,26,Portugal,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1948
250,26,Uruguay,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1948
251,28,Ceylon,0.0,0.01282051282051282,0.0,0.0,1948
252,28,Cuba,0.0,0.01282051282051282,0.0,0.0,1948
253,28,Spain,0.0,0.01282051282051282,0.0,0.0,1948
254,28,Trinidad and Tobago,0.0,0.01282051282051282,0.0,0.0,1948
255,32,Panama,0.0,0.0,0.025974025974025976,0.004347826086956522,1948
256,32,South Korea,0.0,0.0,0.025974025974025976,0.004347826086956522,1948
257,34,Brazil,0.0,0.0,0.012987012987012988,0.0,1948
258,34,Iran,0.0,0.0,0.012987012987012988,0.0,1948
259,34,Poland,0.0,0.0,0.012987012987012988,0.0,1948
260,34,Puerto Rico,0.0,0.0,0.012987012987012988,0.0,1948
261,1,United States,0.4819277108433735,0.24358974358974358,0.22077922077922077,0.32608695652173914,1952
262,2,Soviet Union,0.26506024096385544,0.38461538461538464,0.24675324675324675,0.30434782608695654,1952
263,3,Hungary,0.1927710843373494,0.1282051282051282,0.2077922077922078,0.1782608695652174,1952
264,4,Sweden,0.14457831325301204,0.16666666666666666,0.12987012987012986,0.14782608695652175,1952
265,5,Italy,0.0963855421686747,0.11538461538461539,0.05194805194805195,0.08695652173913043,1952
266,6,Czechoslovakia,0.08433734939759036,0.038461538461538464,0.03896103896103896,0.05217391304347826,1952
267,7,France,0.07228915662650602,0.07692307692307693,0.07792207792207792,0.07391304347826087,1952
268,8,Finland,0.07228915662650602,0.038461538461538464,0.16883116883116883,0.09130434782608696,1952
269,9,Australia,0.07228915662650602,0.02564102564102564,0.03896103896103896,0.043478260869565216,1952
270,10,Norway,0.03614457831325301,0.02564102564102564,0.0,0.017391304347826087,1952
271,11,Switzerland,0.024096385542168676,0.07692307692307693,0.07792207792207792,0.05652173913043478,1952
272,12,South Africa,0.024096385542168676,0.05128205128205128,0.05194805194805195,0.0391304347826087,1952
273,13,Jamaica,0.024096385542168676,0.038461538461538464,0.0,0.017391304347826087,1952
274,14,Belgium,0.024096385542168676,0.02564102564102564,0.0,0.013043478260869565,1952
275,15,Denmark,0.024096385542168676,0.01282051282051282,0.03896103896103896,0.021739130434782608,1952
276,16,Turkey,0.024096385542168676,0.0,0.012987012987012988,0.008695652173913044,1952
277,17,Japan,0.012048192771084338,0.07692307692307693,0.025974025974025976,0.034782608695652174,1952
278,18,Great Britain,0.012048192771084338,0.02564102564102564,0.1038961038961039,0.043478260869565216,1952
279,19,Argentina,0.012048192771084338,0.02564102564102564,0.025974025974025976,0.017391304347826087,1952
280,20,Poland,0.012048192771084338,0.02564102564102564,0.012987012987012988,0.013043478260869565,1952
281,21,Canada,0.012048192771084338,0.02564102564102564,0.0,0.008695652173913044,1952
282,21,Yugoslavia,0.012048192771084338,0.02564102564102564,0.0,0.008695652173913044,1952
283,23,Romania,0.012048192771084338,0.01282051282051282,0.025974025974025976,0.013043478260869565,1952
284,24,Brazil,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1952
285,24,New Zealand,0.012048192771084338,0.0,0.025974025974025976,0.008695652173913044,1952
286,26,India,0.012048192771084338,0.0,0.012987012987012988,0.004347826086956522,1952
287,27,Luxembourg,0.012048192771084338,0.0,0.0,0.0,1952
288,28,Germany,0.0,0.08974358974358974,0.22077922077922077,0.1,1952
289,29,Netherlands,0.0,0.0641025641025641,0.0,0.017391304347826087,1952
290,30,Iran,0.0,0.038461538461538464,0.05194805194805195,0.02608695652173913,1952
291,31,Chile,0.0,0.02564102564102564,0.0,0.004347826086956522,1952
292,32,Austria,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1952
293,32,Lebanon,0.0,0.01282051282051282,0.012987012987012988,0.004347826086956522,1952
294,34,Ireland,0.0,0.01282051282051282,0.0,0.0,1952
295,34,Mexico,0.0,0.01282051282051282,0.0,0.0,1952
296,34,Spain,0.0,0.01282051282051282,0.0,0.0,1952
297,37,South Korea,0.0,0.0,0.025974025974025976,0.004347826086956522,1952
298,37,Trinidad and Tobago,0.0,0.0,0.025974025974025976,0.004347826086956522,1952
299,37,Uruguay,0.0,0.0,0.025974025974025976,0.004347826086956522,1952
300,40,Bulgaria,0.0,0.0,0.012987012987012988,0.0,1952
301,40,Egypt,0.0,0.0,0.012987012987012988,0.0,1952
302,40,Portugal,0.0,0.0,0.012987012987012988,0.0,1952
303,40,Venezuela,0.0,0.0,0.012987012987012988,0.0,1952
304,1,Soviet Union,0.4457831325301205,0.3717948717948718,0.4155844155844156,0.4217391304347826,1956
305,2,United States,0.3855421686746988,0.32051282051282054,0.22077922077922077,0.3173913043478261,1956
306,3,Australia,0.1566265060240964,0.10256410256410256,0.18181818181818182,0.14782608695652175,1956
307,4,Hungary,0.10843373493975904,0.1282051282051282,0.09090909090909091,0.10869565217391304,1956
308,5,Italy,0.0963855421686747,0.10256410256410256,0.11688311688311688,0.10434782608695652,1956
309,6,Sweden,0.0963855421686747,0.0641025641025641,0.07792207792207792,0.0782608695652174,1956
310,7,United Team of Germany,0.07228915662650602,0.16666666666666666,0.09090909090909091,0.10869565217391304,1956
311,8,Great Britain,0.07228915662650602,0.08974358974358974,0.14285714285714285,0.1,1956
312,9,Romania,0.060240963855421686,0.038461538461538464,0.06493506493506493,0.05217391304347826,1956
313,10,Japan,0.04819277108433735,0.1282051282051282,0.06493506493506493,0.0782608695652174,1956
314,11,France,0.04819277108433735,0.05128205128205128,0.07792207792207792,0.05652173913043478,1956
315,12,Turkey,0.03614457831325301,0.02564102564102564,0.025974025974025976,0.02608695652173913,1956
316,13,Finland,0.03614457831325301,0.01282051282051282,0.14285714285714285,0.06086956521739131,1956
317,14,Iran,0.024096385542168676,0.02564102564102564,0.012987012987012988,0.017391304347826087,1956
318,15,Canada,0.024096385542168676,0.01282051282051282,0.03896103896103896,0.021739130434782608,1956
319,16,New Zealand,0.024096385542168676,0.0,0.0,0.004347826086956522,1956
320,17,Poland,0.012048192771084338,0.05128205128205128,0.05194805194805195,0.034782608695652174,1956
